language,number_occurrences,translations_freq
mwp,11,"{'uruyl': 7, 'uruypa': 2, 'uruyiya': 1}"
mwq,18,"{'kha': 11, 'khamkho': 1, 'phyukha': 1}"
mwv,18,"{'umá': 15, 'pauma-umá': 2, 'pakominangan': 1}"
mww,18,"{'noog': 17, 'ya': 1}"
mxb,18,"{'laa': 14, 'táka̱': 1, 'ti̱yaká': 1, 'induú': 1, 'ti̱kíni̱': 1}"
mxp,18,"{'joon': 10, 'jɨyujk': 4, 'tsɨnaadyɨp': 2, ""ñabye'eñɨdɨ"": 1, ""yikmo'odɨ"": 1}"
mxq,18,"{'joon': 6, 'jʉyujk': 3, 'jʉyujkʉty': 3, 'kaagʉdijtp': 2, 'jeegyʉty': 1, 'joonʉty': 1, ""tsa̱'a̱ñ"": 1, ""ka'agʉdijtp"": 1}"
mxt,18,"{'saa': 16, 'chicó': 2}"
mya,18,"{'ငှက်': 2, 'စေ့စေ့ဆင်ခြင်ကြလော့': 1, 'မြေတွင်းရှိ၏': 1, 'သဖြင့်': 1, 'ငှက်တို့သည်လာ၍': 1, 'မြတ်ကြသည်': 1, 'ကြီးထွား၍': 1, 'မိုးကောင်းကင်ငှက်မျိုးတို့ကို': 1, 'ငှက်မျိုး': 1, 'ပုန်းခိုရာအရပ်': 1, 'ငှက်အပေါင်းတို့သည်': 1}"
myb,18,{'yelg': 18}
myk,18,"{'shazhɛɛrɛ': 15, 'shazhɛɛyɛ': 1, 'yaaya': 1, 'taŋmᴐhᴐŋᴐ': 1}"
myu,18,"{'wasũ': 4, 'wasũyũ': 3, 'jedopi': 3, 'cũg̃cũg̃ayũ': 3, ""o'ta'o'o"": 1, 'imuwag̃õn': 1, ""i'oibit'ũmat"": 1, ""o'subibu'u'un"": 1}"
myv,18,"{'нармунть': 6, 'нармунтне': 3, 'нармунтнень': 2, 'пизэст': 1, 'нармунтнеде': 1, 'нармунь': 1, 'нармуненть': 1, 'ракшатнень': 1, 'нармунтненень': 1, 'ливтниця': 1}"
myw,18,"{'iyoyows': 9, 'man': 2, 'imimeis': 1, 'iyoyow': 1, 'askakin': 1}"
myx,18,"{'binywiinywi': 15, 'bibiifwana': 1, 'wabaya': 1, 'khaabiyile': 1}"
myy,18,"{'minia': 5, 'wʉtirãre': 4, 'wʉtirã': 4, 'itire': 2, 'ũmacañi': 1, 'bʉorise': 1, 'yuca': 1}"
mza,18,"{'saa': 10, 'ndri': 2, 'kàchika': 1, 'kàndoyo': 1, 'kiti': 1, 'xaan': 1, 'chii': 1}"
mzh,135,"{'afwenchey': 80, 'afwenche': 30, 'tsetwosla': 3, ""lhäy'e"": 1, 'istiwin': 1, 'tsetwos': 1, 'lhähäy': 1, 'miyo': 1, 'ichunnhejen': 1, ""wey'ähen"": 1, 'afwenchetso': 1, 'lhokweya': 1}"
mzk,18,"{'non': 14, 'bon': 1, 'me': 1, 'nyame': 1, 'none': 1}"
mzl,18,"{'muuxy': 10, 'joon': 4, 'luud': 2, ""pye'eñ"": 1}"
mzm,18,"{'jaaning': 16, 'yaka': 1, 'tãarɛ': 1}"
mzw,18,"{'jumbii': 17, 'dobɔr': 1}"
mzz,2,{'manuqa': 2}
nab,18,"{'a̱i³ka³nãu³xa²': 3, 'a²ye³sa²': 2, 'a̱i³kxe³su²': 1, 'wa³su³txi³': 1, 'ã³wxã³ha²kxai³': 1, 'a̱i³ka²': 1, 'yeh²nxi³nũ²nhai¹': 1, 'nxe³nx²ti³na³li¹': 1, 'ã³nhẽ¹ti³te²ju²hẽ³li¹': 1, 'nxa²hẽ³li¹': 1, 'ã³sa²sxã³': 1, 'ha³na³ka³lxi³nha²kxai³': 1, 'wãi²lot³si¹jau³su²': 1, 'a²nxe³te²su²': 1}"
naf,18,"{'age': 13, 'ageyaŋ': 4, 'tedukŋan': 1}"
nak,18,"{'malumalu': 11, 'malu': 3, 'lovo': 1, 'usu': 1, 'lovolovo': 1, 'kaokao': 1}"
nan,18,"{'khong-tiong': 6, 'pe-chiáu': 4, 'chiáu-á': 3, 'chiáu': 2, 'pe': 1, 'chiáu-lūi': 1, 'lông-á': 1}"
naq,18,"{'anin': 12, 'anina': 4, 'anirona': 1, 'karao': 1}"
nas,26,"{'barennanka': 11, 'barennankai': 3, 'bareng': 2, 'barennanka-koo': 2, 'domantooꞌnankai': 1, 'poraꞌkoonanka': 1, 'tanataverereriai': 1, 'karenaumo-nanka-koong': 1, 'mmemmeꞌaaruꞌ': 1, 'namuriiꞌ': 1, 'orananka': 1}"
nav,135,"{'tsídii': 60, ""nidaat'a'ii"": 40, ""bit'oh"": 5, 'tsídiiłbáhí': 3, ""nidaat'a'ígíí"": 2, ""wót'áahdi"": 2, ""nidahat'ahgo"": 2, ""nidaoht'a'ii"": 1, 'wódahdi': 1, ""da'alghałii"": 1, ""shóyoost'e'go"": 1, ""naat'agii"": 1, ""hasht'éédaal'įįh"": 1, 'nináhaaznil': 1, 'hadeintáii': 1, 'wódahgo': 1, 'naninéhígi': 1, ""nináda'a'niłii"": 1, ""nídadiit'ahígíishą'"": 1, 'nanché': 1, 'dajilghał': 1}"
nbc,18,"{'aushuong': 9, 'au': 5, 'mühkabü': 1, 'aushuongei': 1, 'sengbü': 1, 'seengbü': 1}"
nbe,18,"{'awhalan': 16, 'awhalante': 1, 'yinme': 1}"
nbl,18,"{'iinyoni': 11, 'neenyoni': 3, 'kuneenyon': 1, 'yeenyoni': 1, 'yeenrhurhubi': 1, 'nezizondekileko': 1}"
nbq,12,"{'swa': 7, 'ndirwa': 1, 'yidik': 1}"
nca,18,"{'nú': 11, 'númbo': 4, 'yoteŋgo': 2, 'yaye': 1}"
nch,18,"{'totome': 15, 'tapiyalme': 1, 'inintepasol': 1, 'antotome': 1}"
ncj,18,"{'totomen': 16, 'mechpanoltisque': 1, 'yolcatl': 1}"
ncl,18,"{'tutomes': 16, 'yulijquimes': 1, 'tejtetzcuinuc': 1}"
nct,18,"{'awa': 15, 'awana': 2, 'kom': 1}"
ncu,18,"{'mbo̱gyii': 15, 'kabo̱gyii': 1, 'mbo̱gyii-o': 1}"
ndc,18,"{'neshiri': 9, 'shiri': 3, 'kuneshiri': 2, 'weshiri': 1, 'yeshiri': 1, 'nedzezvinotamanda': 1}"
nde,18,"{'iinyoni': 11, 'neenyoni': 3, 'yeenyoni': 2, 'kuneenyon': 1, 'nezizondekileko': 1}"
ndi,18,"{'núú': 17, 'wərà': 1}"
ndj,18,"{'vambongu': 16, 'yivakwava': 1, 'mbongu': 1}"
ndo,18,"{'noondhila': 11, 'oondhila': 4, 'nosholupe': 1, 'noyoohi': 1, 'tungila': 1}"
ndp,18,"{'kariye': 10, 'konzori': 2, 'kariri': 1, 'togozi': 1}"
nds,30,"{'väajel': 23, 'voagel': 4, 'spoalintj': 1, 'fleajende': 1}"
ndz,18,"{'nuù': 17, 'pípìṛi': 1}"
neb,18,"{'maabò': 14, 'maabò-nu': 1, 'wiibò': 1, 'dɔ-léá': 1}"
nep,18,"{'चराचुरुङ्गीहरू': 3, 'चराचुरुङ्गीहरूका': 2, 'चराचुरुङ्गीले': 2, 'पक्षीहरूले': 2, 'चराचुरुङ्गीलाई': 1, 'चराचुरुङ्गीभन्\u200dदा': 1, 'चराचुरुङ्गीहरूले': 1, 'चराचुरुङ्गी': 1, 'शरीर': 1, 'पशुपक्षी': 1, 'अखड़ा': 1, 'पक्षीहरूलाई': 1}"
nfa,18,"{'manu-bhui': 16, 'rodꞌo': 1, 'madenge': 1}"
nfr,18,"{'hanyiɛlɛ': 17, 'wee': 1}"
ngc,18,"{'mbulu': 15, 'bamaneene': 1}"
ngp,18,"{'madege': 10, 'wadege': 6, 'zadondolwa': 1, 'heyekwelela': 1}"
ngu,18,{'totomej': 18}
nhd,18,"{'guyra': 14, 'kuéra': 1, 'rupa': 1, 'yryvúpe': 1, 'yryvu': 1}"
nhe,18,"{'totome': 15, 'inintepasol': 1, 'intotome': 1}"
nhg,18,"{'patlöne': 8, 'tutume': 7, 'yulcöme': 3}"
nhi,18,"{'pájaros': 11, 'nochi': 2, 'tzohpilomeh': 2, 'ihuitl': 1, 'ihuimeh': 1}"
nho,18,"{'manu': 9, 'lellere': 5, 'lellee': 2, 'ika': 1}"
nhr,18,"{'tsa̱rán': 10, 'tsa̱rá': 6, 'dian': 1, ""kg'ooè"": 1}"
nhu,18,"{'bile': 9, 'mvunyiim': 8, 'mvunciim': 1}"
nhw,18,"{'totome': 15, 'inintepasol': 1, 'antotome': 1}"
nhx,18,"{'to̱to̱mej': 14, 'yej': 1, 'pata̱nij': 1, 'míkisan': 1, 'mo‑ijiya': 1}"
nhy,18,"{'totomej': 16, 'patlanij': 2}"
nia,18,"{'wofo': 12, 'fofo': 4, 'safaito': 1, 'sogoro': 1}"
nif,10,"{'monɨktɨ': 6, 'monɨk': 4}"
nii,18,"{'kei': 15, 'andinmin': 1, 'nin': 1}"
nij,18,{'burung': 18}
nim,18,"{'ninoni': 8, 'inoni': 7, 'noni': 2, 'kukilana': 1}"
nin,18,"{'aminche': 15, 'aminu': 3}"
niq,18,"{'toriitik': 16, 'toriitigap': 1, 'kiwechei': 1}"
niy,18,"{'àrɛ̀': 12, 'náarɨ́’ɨ̀': 2, 'arángɨlɨ': 1, 'ɨ̀bhɛ̀-ngbɔ̀': 1, 'àrɛ̀-tɨdɔ̀': 1, 'kàgàwà-nyɨ̀kpɔ́': 1}"
njb,18,"{'wo': 13, 'wochha': 1, 'ajatjat': 1, 'tapem': 1, 'chinnyali': 1}"
njm,18,"{'teirako': 5, 'perako': 5, 'pera': 4, 'leshücie': 1, 'pa': 1, 'nhachü': 1}"
njn,18,"{'thingnadung': 5, 'thingnadungniu': 4, 'thingnadi': 2, 'khoitiu': 2, 'thingnadungtu': 1, 'thingnadungdi': 1, 'pangen': 1, 'thingnagu': 1, 'siniu': 1}"
njo,18,"{'ozütem': 12, 'ozüsangnu': 3, 'ozü-sangnu': 1, 'ayazüba': 1, 'kümogo': 1}"
njz,18,"{'pvta': 9, 'pvtangv': 6, 'xinamv': 1, 'pvtangam': 1}"
nko,18,{'mbubwi': 18}
nlc,18,"{'wining': 17, 'wininga': 1}"
nld,135,"{'vliegende': 38, 'vogels': 29, 'vogel': 22, 'gevogelte': 15, 'vliegend': 11, 'gevleugelde': 4, 'gevleugeld': 3, 'roofvogels': 3, 'roofvogel': 3, 'vogelstrikken': 1, 'vógels': 1, 'aanvliegen': 1}"
nma,18,"{'ruinah': 11, 'mathiit': 2, 'jung': 2, 'ruinahnii': 1, 'kachet': 1}"
nmf,135,"{'vānao': 24, 'yongkazata': 17, 'yongkazat': 11, 'vānaobingna': 11, 'vānaoyur': 9, 'vānaona': 5, 'vānaobing': 4, 'vānaowui': 3, 'khamasaiwui': 2, 'ngarikazata': 2, 'vānaoli': 2, 'vānaobingli': 2, 'kakā': 1, 'vānaola': 1, 'ramsā': 1, 'sāshaana': 1, 'kachigatakha': 1, 'vānaoyurbing': 1, 'yurbing': 1, 'kumda': 1, 'harnaobingla': 1, 'ngahānyanglu': 1, 'kuimareida': 1, 'mangahānmana': 1, 'ngareopairalā': 1, 'angachāng': 1, 'khayonga': 1, 'konghinao': 1, 'kapaia': 1, 'konghi': 1, 'ngayaipilakhala': 1, 'ngakarkathui': 1, 'sāyurbingli': 1, 'vanaobingna': 1, 'vānaobingla': 1, 'chukpoma': 1, 'vanao': 1, 'aphāngwui': 1, 'angasat': 1, 'tatunghaida': 1, 'vānaoyurbingli': 1, 'vānaobingwui': 1, 'phara̱pharā': 1, 'vānaopam': 1}"
nmo,18,"{'vaati': 13, 'enrabuw': 2, 'ibuwchu': 1, 'ruwne': 1, 'asik': 1}"
nmw,4,"{'hauhawal': 3, 'yowo': 1}"
nmz,18,"{'ŋmɛnii': 11, 'sol': 2, 'dɔm': 2, 'mina': 1, 'ŋmɛntii': 1}"
nnb,18,"{""n'esyonyonyũ"": 11, 'esyonyonyũ': 3, 'abakatsanda': 1, ""y'esyonyonyũ"": 1, ""esy'omolĩ"": 1, ""n'eyikaponawa"": 1}"
nng,18,"{'ramwaa': 7, 'limlimkhi': 2, 'rapbeikhi': 1, 'trailhakbine': 1, 'waacha': 1, 'manklu': 1, 'waalha': 1, 'yaalim-waalimyei': 1, 'kounakyakhi': 1, 'thimmura': 1, 'waalim-yoolimrap': 1}"
nnh,18,"{'meshʉ́ŋ': 16, 'shwoŋo': 1}"
nno,135,"{'fuglane': 58, 'fuglar': 22, 'fugl': 18, 'fuglen': 11, 'slag': 3, 'rovfugl': 2, 'flygande': 2, 'sporv': 2, 'dyr': 1, 'rovfuglar': 1, 'fugleblodet': 1, 'himmelens': 1, 'sette': 1, 'tagnar': 1, 'flaksande': 1, 'drivande': 1, 'fugleklør': 1, 'fuglevenger': 1}"
nnp,18,"{'osabu': 12, 'osabue': 3, 'pum': 1, 'nüjen': 1, 'awangüna': 1}"
nnq,18,"{'ijuni': 16, 'inyama': 2}"
nnw,18,"{'zənbii': 10, 'zə́ŋə́': 3, 'zuŋi': 3, 'də́': 1, 'sə̀ɡə̀': 1}"
noa,18,"{'nemchaain': 12, 'nemchaaindam': 2, ""k'ap'í"": 1, 'pabʌ̈': 1, ""k'õrpim"": 1, 'pabaadëbahab': 1}"
nob,135,"{'flygende': 49, 'fugler': 30, 'fugl': 16, 'fuglene': 11, 'fuglen': 7, 'vinget': 4, 'vingete': 4, 'rovfugl': 3, 'det': 1, 'fugleklør': 1}"
nog,42,"{'куслар': 15, 'кусларга': 5, 'кусларды': 2, 'куслардан': 2, 'келедилер': 2, 'туьрли': 1, 'кус': 1, 'куслардынъ': 1, 'яртисин': 1, 'ушып': 1, 'куслары': 1, 'баалысыз': 1, 'йылысатаганларын': 1, 'баскаланады': 1, 'кусты': 1, 'кустынъ': 1}"
nop,54,"{'bagi': 40, 'hamap': 3, 'kalaŋkatak': 1, 'gwendilikdi': 1, 'tihamulak': 1, 'molomgoŋ': 1, 'itowiiŋ': 1}"
not,18,"{'tsimiripague': 13, 'tisopague': 2, 'saniri': 1, 'najiqueri': 1}"
nou,18,"{'memei': 11, 'rimei': 2, 'rimemei': 2, 'egeregari': 1, 'busu': 1, 'atera': 1}"
nph,18,"{'shangouthü': 4, 'jep': 3, 'ouhiyüh': 3, 'ouhathü': 2, 'outhü': 2, 'phaakei': 1, 'nyushing': 1, 'phaüouthüi': 1}"
npi,18,"{'चराहरू': 5, 'चराचुरुङ्गीको': 3, 'चराचुरुङ्गी': 3, 'चराहरूभन्दा': 1, 'चराचुरुङ्गीहरू': 1, 'भुइँमा': 1, 'बासस्थान': 1, 'उड्ने': 1, 'चराहरूले': 1}"
npl,18,"{'totomeh': 17, 'tototsitsinteh': 1}"
npo,18,"{'amüwari': 7, 'müwari': 5, 'amüwa': 4, 'prükütse': 1, 'zhukütseri': 1}"
npy,18,{'tadasi': 17}
nsn,18,"{'tetiaua': 9, 'tetiau': 6, 'niu': 2, 'tetiuang': 1}"
nso,135,"{'dinonyana': 80, 'nonyana': 39, 'fofago': 4, 'dinonyaneng': 3, 'kota': 1, 'fofa': 1, 'hloilwego': 1}"
nss,26,"{'norukan': 22, 'pai': 1, 'mannah': 1}"
ntp,18,"{'ujuurugi': 11, 'ʌujuurugi': 5, 'siujuurugi': 1}"
ntr,18,"{'gyebuse': 16, 'furufu': 1, 'bee': 1}"
nus,18,"{'diit': 16, 'tin': 1}"
nuy,38,"{'ana-ngurudhu': 20, 'wu-ngarra-jalgarrwina-yinyung': 3, 'wu-wilbilangi': 3, 'wu-yalgarrwina-yinyung': 2, 'aynba-gaynbaj-jinyung': 1, 'ngurudhu': 1, 'numbuu-yamang': 1, 'ḻirrag': 1, 'wirrima-lhangi': 1, 'a-ngurudhu': 1}"
nvm,18,{'um': 13}
nwb,18,"{'nɩkpɩ': 14, ""'lrʋ"": 1, ""kpɛ'ɛ"": 1}"
nwi,17,"{'man': 11, 'pɨsɨn': 3, 'mɨsən': 2, 'kasapɨr': 1}"
nya,135,"{'mbalame': 71, 'zolengedwa': 28, 'zouluka': 11, 'chouluka': 10, 'ija': 4, 'zam’mlengalenga': 2, 'chilichonse': 1, 'mbalamezo': 1, 'yololeka': 1, 'zamapiko': 1, 'zamitundumitundu': 1}"
nyf,18,"{'unyama': 14, 'kubururuka': 4}"
nyn,18,"{'enyonyi': 7, 'amahungu': 2, 'nyonyi': 1, ""z'omu"": 1, ""n'enyonyi"": 1, ""n'ey'enyonyi"": 1, ""n'ezirikugurukira"": 1, 'abafa': 1, ""ogw'enyonyi"": 1, ""n'ebirikugyendesa"": 1, 'erikunugwa': 1}"
nyo,18,"{""n'enyonyi"": 7, 'enyonyi': 5, 'ebinyonyi': 1, ""gw'enyonyi"": 1, ""n'ebinyonyi"": 1, 'ekirukunobwa': 1, 'eziharruka': 1, 'gaalya': 1}"
nyu,6,"{'mbalame': 5, 'mbalamezo': 1}"
nyy,18,"{'īnjunị': 9, 'ninjunị': 4, 'njunị': 2, 'agēne': 1, 'sịbengị̄gwe': 1}"
obo,18,"{'layanglayang': 11, 'manuk': 7}"
oji,18,"{'benasewug': 4, 'benasewugdush': 3, 'babámotajig': 2, 'benasheugdush': 1, 'benaseug': 1, 'benaseugdush': 1, 'benásewug': 1, 'áwase': 1, 'benasheug': 1, 'benasewun': 1}"
ojs,18,"{'ᐱᓀᔒᔕᒃ': 13, 'ᐱᓀᔒᔕᐞ': 2, 'ᑫᓂᐳᒡ': 1, 'ᑳᒥᓉᑖᑯᓯᓯᒀ': 1}"
okv,18,"{'di': 16, 'undurou': 1}"
old,18,"{'shilehe': 8, 'malehe': 3, 'ndehe': 2, 'shikacha': 1, 'wuhuru': 1, 'shia': 1, 'manyena': 1}"
omw,18,"{'nyaamwavanto': 4, 'nramwa': 3, 'hiteta': 2, 'nyaamwa': 2, 'vaiharo': 1, 'kyaahuara': 1, 'nyaamwave': 1, 'mwanraqurave': 1, 'qarurave': 1}"
ong,18,"{'naflepem': 12, 'peifalele': 1, 'kumputei': 1, 'pelpe': 1, 'polomen': 1, 'pinge': 1, 'yeflipe': 1}"
ons,18,"{'naŋi': 14, 'sari': 1, 'onmami': 1, 'zubaine': 1, 'solaene': 1}"
ood,18,"{""u'uwhig"": 15, 's-uam': 1, ""tha'atham"": 1, 'kih': 1}"
opm,18,"{'ner': 12, 'sakmatipri': 1, 'patingopari': 1, 'patingwerimur': 1, 'kot': 1, 'hahmuro': 1}"
ory,18,"{'ପକ୍ଷୀମାନେ': 4, 'ଆକାଶର': 3, 'ପକ୍ଷୀମାନଙ୍କୁ': 2, 'ଚଢ଼େଇମାନେ': 2, 'ପଶୁପକ୍ଷୀ': 1, 'ରୂପ': 1, 'ଚଢ଼େଇମାନଙ୍କର': 1, 'ପକ୍ଷୀ': 1, 'ହେଲା': 1, 'ପକ୍ଷୀଗଣ': 1}"
oss,135,"{'мӕргътӕ': 36, 'маргъы': 16, 'уӕларвон': 12, 'мӕргътӕй': 12, 'мӕргъты': 11, 'мӕргътӕн': 8, 'цъиу': 4, 'маргъ': 3, 'базырджын': 2, 'маргъау': 2, 'цъиуы': 2, 'мӕргътӕм': 2, 'кӕсӕгтыл': 1, 'мӕргътыл': 1, 'мӕргътимӕ': 1, 'бӕлӕтты': 1, 'цуаны': 1, 'кӕрчытӕ': 1, 'цъиуахсӕн': 1, 'хъаздзынӕ': 1, 'цъиуӕй': 1, 'бахауы': 1, 'зарӕггӕнӕг': 1, 'хӕххон': 1, 'лӕппынты': 1, 'ӕрбатындзы': 1, 'цъиутӕй': 1, 'цъиуӕн': 1}"
ote,18,"{""ts'ints'ʉ"": 18}"
otm,18,"{'doja': 15, ""ts'otho"": 1}"
otn,18,"{""ts'ints'ʉ"": 16, ""ts'i̱nts'ʉ"": 1, ""xa̱ndønts'o"": 1}"
otq,18,"{'tsꞌintsꞌu̱': 11, 'nsa̱nga': 3, 'nsa̱ni': 2, 'kꞌeñö': 1, 'hyandi': 1}"
ots,18,"{'ttzʉntzʉ': 17, 'ndu̱': 1}"
ozm,18,"{'binʉ̌n': 15, 'bínʉ̌n': 2}"
pab,18,"{'kotehalanai': 8, 'kotehalasenai': 4, 'kahareya': 1, 'nolokoitereharenae': 1, 'enako': 1, 'kotehala': 1, 'xalijiniharexenai': 1, 'wenakalatyaose': 1}"
pad,18,"{'igitha': 6, 'varaboki': 3, 'raboki': 3, 'vavahojaki': 1, 'vadinia': 1, 'vagorana': 1, 'kagorahaki': 1, 'adahaki': 1}"
pag,18,"{'manok': 9, 'ontitikyab': 7, 'uubongan': 1, 'nansiroman': 1}"
pah,18,"{""gwyra'ia"": 11, ""ipepova'ea"": 6, 'nhimongyi': 1}"
pam,18,"{'ayup': 16, 'susulapo': 1, 'ayup-bunduk': 1}"
pan,18,"{'ਪੰਛੀਆਂ': 12, 'ਪੰਛੀ': 5, 'ਰੱਜ': 1}"
pao,18,"{""hootseba'a"": 10, ""etza'a"": 2, ""nunu'u"": 2, 'namanewunutu': 1, ""hotseba'a"": 1}"
pap,18,"{'para': 12, 'paranan': 4, 'rèptil': 1, 'skonde': 1}"
pbb,18,"{'vichacue': 6, 'niimal': 3, ""chichtyi's"": 2, 'fyuusa': 1, 'vichacueva': 1, 'vichacuẽte': 1, 'vichacuẽ': 1, ""ãjawa'jsa'"": 1, ""pa'cj"": 1}"
pbc,18,{'tolon': 17}
pbi,18,"{'ɗiyakaki': 10, 'ɗiya': 2, 'zləbi': 2, 'ndəli': 1, 'ɗiyakaka': 1, 'heka': 1}"
pbl,18,"{'vasate': 16, 'vasa': 2}"
pcm,18,"{'birds': 11, 'bird': 4, 'dem': 1, 'groun': 1, 'stay': 1}"
pdc,18,"{'feyyel': 9, 'fekkel': 6, 'fleeya': 2, 'fokkel': 1}"
pdt,135,"{'väajel': 85, 'voagel': 24, 'odla': 2, 'spoalinkj': 2, 'aulahechsta': 2, 'dan': 1, 'scheeten': 1, 'heenavee': 1, 'schlenjen': 1, 'flieejende': 1, 'mensch': 1, 'hofkjes': 1, 'een': 1, 'flieejen': 1, 'duwen': 1, 'hons': 1, 'wartlen': 1, 'verhäa': 1}"
pes,18,"{'پرندگان': 15, 'خزنده': 1, 'مبدّل': 1, 'پرندگانی': 1}"
pib,18,"{'koshichine': 12, 'kamejirune': 5, 'gayegixkalune': 1}"
pio,17,"{'màsibèe': 3, 'quéechacáwa': 2, 'màsibèenái': 2, 'cuwèesinái': 2, 'yáaléeyéicawa': 1, 'achúméeríinaca': 1, 'yéetéeripináwa': 1, 'wáalimá': 1, 'nacáiwa': 1, 'nayáacaléwa': 1}"
pir,18,"{'minicjʉa': 8, 'pari': 5, 'parire': 2, 'sihcõ': 1, 'ijiri': 1, 'wʉyequina': 1}"
pis,18,{'bird': 18}
pkb,18,"{'nyuni': 12, 'yaa': 1, 'weonaguuka': 1, 'wakevejweo': 1}"
plg,18,"{""maỹo'pi"": 9, ""máỹo'"": 6, 'huaỹotapeelégue': 1, ""'aléua"": 1, 'naqaigaxatpi': 1}"
pls,18,"{'conttoa': 17, 'va': 1}"
plt,48,"{'vorona': 19, 'biby': 15, 'manidina': 7, 'elatra': 2, 'voro-manidina': 2, 'ram-borona': 1}"
plu,18,"{'kuhipra': 15, 'arih': 1, 'puwiknebdi': 1, 'patahwapye': 1}"
plw,18,"{'begit': 10, 'kebegitan': 3, 'memeglepad': 3, 'kebebegitan': 1, 'nebiyaan': 1}"
pma,42,"{'aman': 33, 'kumoni': 2, 'tateisav': 1, 'eitapolis': 1, 'amuka': 1, 'anu': 1, 'hisoen': 1, 'tetaveah': 1}"
pmf,18,"{'tonsi': 14, 'ntonsi': 2, 'ntau': 1}"
pne,18,"{'juhit': 17, 'kon': 1}"
poe,18,"{'xritjaká': 7, 'koxroxe': 5, 'va': 4, 'kénhyó': 1, 'jínahya': 1}"
poh,135,"{'kirupinik': 35, ""tz'ikin"": 34, 'chikop': 25, ""k'uch"": 13, 'kiwach': 2, ""kisuuq'"": 2, 'chopkaal': 1, 'pan': 1, 'paloma': 1, ""anab'eem"": 1, ""sik'ooj"": 1, ""ak'ulum"": 1, 'inrupinik': 1, ""si'q'jil"": 1, 'rupinik': 1, ""kikab'"": 1, ""kok'"": 1, ""ruk'uxariik"": 1, 'kirupik': 1}"
poi,18,"{'jon': 9, 'jonyaj': 7, 'icunepnepquetyaj': 1, 'jóyixt́a̱p': 1}"
pol,135,"{'ptaki': 28, 'latające': 20, 'ptak': 13, 'ptaka': 12, 'latających': 9, 'ptaków': 7, 'latającym': 6, 'latającego': 5, 'stworzeń': 5, 'skrzydlate': 5, 'ptactwu': 3, 'ptakom': 3, 'skrzydlatego': 2, 'stworzeniu': 2, 'ptactwo': 2, 'ptakiem': 1, 'skrzydlatych': 1, 'wszędzie': 1, 'latającymi': 1, 'ptaszkiem': 1, 'drapieżnego': 1, 'przylatują': 1, 'ptasie': 1}"
pon,135,"{'menpihr': 113, 'mehnpihr': 2, 'mouro': 1, 'menpihro': 1, 'mensiek': 1, 'kiden': 1, 'lidip': 1, 'likoht': 1, 'pelin': 1, 'marahra': 1, 'pipihr': 1, 'kahleparail': 1, 'pehn': 1}"
por,135,"{'aves': 86, 'ave': 32, 'pássaro': 3, 'passarinho': 2, 'pardal': 2, 'avezinha': 1, 'cercado': 1, 'passarinhos': 1, 'vagueante': 1, 'voando': 1, 'pássaros': 1}"
pot,6,"{""pne'shiuk"": 2, ""pe'pamsacuk"": 2, ""pine'‘shiuk"": 1, ""pne'‘shiuk"": 1}"
poy,18,"{'wampongu': 16, 'wambongu': 1}"
ppk,18,"{'danci': 15, 'ngkalimoko': 1, ""kabali'-na"": 1, ""rapokahuku'"": 1}"
ppo,18,"{'barape': 3, 'barapepaae': 2, 'daayóo': 2, 'barapené': 1, 'daaneta': 1, 'kelené': 1, 'kou': 1, 'barapetamo': 1, 'watamo': 1}"
prf,18,"{'ibun': 15, 'magegbár': 2, 'hayup': 1}"
pri,17,"{'marü': 13, 'bwaooré': 2, 'âûtòo': 1, 'akàna': 1}"
prk,18,"{'sim': 14, 'po': 2, 'siuing': 1, 'kuceu': 1}"
prs,18,"{'پرندگان': 17, 'پرندگانی': 1}"
pse,18,"{'burung': 14, 'burung-burung': 2, 'kak': 1, 'jemau': 1}"
ptp,18,{'menac': 18}
ptu,18,"{'dassi': 14, 'dassi-dassi': 3}"
pua,18,"{'kuínichaksï': 4, 'káratichaksï': 3, 'káratichani': 2, 'kuínicha': 2, 'antsikukorhejka': 2, ""k'ésïndi"": 1, 'jukaparhakueska': 1, 'úkorheasti': 1, 'ikimenharhichani': 1, 'irekuestia': 1}"
